Codigo,Descricao,Referencias
X613,"Auto-intoxicação por e exposição, intencional, a drogas anticonvulsivantes [antiepilépticos] sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte - área para a prática de esportes e atletismo",NA
X614,"Auto-intoxicação por e exposição, intencional, a drogas anticonvulsivantes [antiepilépticos] sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte - rua e estrada",NA
X615,"Auto-intoxicação por e exposição, intencional, a drogas anticonvulsivantes [antiepilépticos] sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte - áreas de comércio e de serviços",NA
X616,"Auto-intoxicação por e exposição, intencional, a drogas anticonvulsivantes [antiepilépticos] sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte - áreas industriais e em construção",NA
X617,"Auto-intoxicação por e exposição, intencional, a drogas anticonvulsivantes [antiepilépticos] sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte - fazenda",NA
X618,"Auto-intoxicação por e exposição, intencional, a drogas anticonvulsivantes [antiepilépticos] sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte - outros locais especificados",NA
X619,"Auto-intoxicação por e exposição, intencional, a drogas anticonvulsivantes [antiepilépticos] sedativos, hipnóticos, antiparkinsonianos e psicotrópicos não classificados em outra parte - local não especificado",NA
X620,"Auto-intoxicação por e exposição, intencional, a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - residência",NA
X621,"Auto-intoxicação por e exposição, intencional, a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - habitação coletiva",NA
X622,"Auto-intoxicação por e exposição, intencional, a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - escolas, outras instituições e áreas de administração pública",NA
X623,"Auto-intoxicação por e exposição, intencional, a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - área para a prática de esportes e atletismo",NA
X624,"Auto-intoxicação por e exposição, intencional, a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - rua e estrada",NA
X625,"Auto-intoxicação por e exposição, intencional, a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - áreas de comércio e de serviços",NA
X626,"Auto-intoxicação por e exposição, intencional, a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - áreas industriais e em construção",NA
X627,"Auto-intoxicação por e exposição, intencional, a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - fazenda",NA
X628,"Auto-intoxicação por e exposição, intencional, a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - outros locais especificados",NA
X629,"Auto-intoxicação por e exposição, intencional, a narcóticos e psicodislépticos [alucinógenos] não classificados em outra parte - local não especificado",NA
X630,"Auto-intoxicação por e exposição, intencional, a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - residência",NA
X631,"Auto-intoxicação por e exposição, intencional, a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - habitação coletiva",NA
X632,"Auto-intoxicação por e exposição, intencional, a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - escolas, outras instituições e áreas de administração pública",NA
X633,"Auto-intoxicação por e exposição, intencional, a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - área para a prática de esportes e atletismo",NA
X634,"Auto-intoxicação por e exposição, intencional, a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - rua e estrada",NA
X635,"Auto-intoxicação por e exposição, intencional, a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - áreas de comércio e de serviços",NA
X636,"Auto-intoxicação por e exposição, intencional, a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - áreas industriais e em construção",NA
X637,"Auto-intoxicação por e exposição, intencional, a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - fazenda",NA
X638,"Auto-intoxicação por e exposição, intencional, a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - outros locais especificados",NA
X639,"Auto-intoxicação por e exposição, intencional, a outras substâncias farmacológicas de ação sobre o sistema nervoso autônomo - local não especificado",NA
X640,"Auto-intoxicação por e exposição, intencional, a outras drogas, medicamentos e substâncias biológicas e às não especificadas - residência",NA
X641,"Auto-intoxicação por e exposição, intencional, a outras drogas, medicamentos e substâncias biológicas e às não especificadas - habitação coletiva",NA
X642,"Auto-intoxicação por e exposição, intencional, a outras drogas, medicamentos e substâncias biológicas e às não especificadas - escolas, outras instituições e áreas de administração pública",NA
X643,"Auto-intoxicação por e exposição, intencional, a outras drogas, medicamentos e substâncias biológicas e às não especificadas - área para a prática de esportes e atletismo",NA
X644,"Auto-intoxicação por e exposição, intencional, a outras drogas, medicamentos e substâncias biológicas e às não especificadas - rua e estrada",NA
X645,"Auto-intoxicação por e exposição, intencional, a outras drogas, medicamentos e substâncias biológicas e às não especificadas - áreas de comércio e de serviços",NA
X646,"Auto-intoxicação por e exposição, intencional, a outras drogas, medicamentos e substâncias biológicas e às não especificadas - áreas industriais e em construção",NA
X647,"Auto-intoxicação por e exposição, intencional, a outras drogas, medicamentos e substâncias biológicas e às não especificadas - fazenda",NA
X648,"Auto-intoxicação por e exposição, intencional, a outras drogas, medicamentos e substâncias biológicas e às não especificadas - outros locais especificados",NA
X649,"Auto-intoxicação por e exposição, intencional, a outras drogas, medicamentos e substâncias biológicas e às não especificadas - local não especificado",NA
X650,Auto-intoxicação voluntária por álcool - residência,NA
X651,Auto-intoxicação voluntária por álcool - habitação coletiva,NA
X652,"Auto-intoxicação voluntária por álcool - escolas, outras instituições e áreas de administração pública",NA
X653,Auto-intoxicação voluntária por álcool - área para a prática de esportes e atletismo,NA
X654,Auto-intoxicação voluntária por álcool - rua e estrada,NA
X655,Auto-intoxicação voluntária por álcool - áreas de comércio e de serviços,NA
X656,Auto-intoxicação voluntária por álcool - áreas industriais e em construção,NA
X657,Auto-intoxicação voluntária por álcool - fazenda,NA
X658,Auto-intoxicação voluntária por álcool - outros locais especificados,NA
X659,Auto-intoxicação voluntária por álcool - local não especificado,NA
X660,"Auto-intoxicação intencional por solventes orgânicos, hidrocarbonetos halogenados e seus vapores - residência",NA
X661,"Auto-intoxicação intencional por solventes orgânicos, hidrocarbonetos halogenados e seus vapores - habitação coletiva",NA
X662,"Auto-intoxicação intencional por solventes orgânicos, hidrocarbonetos halogenados e seus vapores - escolas, outras instituições e áreas de administração pública",NA
X663,"Auto-intoxicação intencional por solventes orgânicos, hidrocarbonetos halogenados e seus vapores - área para a prática de esportes e atletismo",NA
X664,"Auto-intoxicação intencional por solventes orgânicos, hidrocarbonetos halogenados e seus vapores - rua e estrada",NA
X665,"Auto-intoxicação intencional por solventes orgânicos, hidrocarbonetos halogenados e seus vapores - áreas de comércio e de serviços",NA
X666,"Auto-intoxicação intencional por solventes orgânicos, hidrocarbonetos halogenados e seus vapores - áreas industriais e em construção",NA
X667,"Auto-intoxicação intencional por solventes orgânicos, hidrocarbonetos halogenados e seus vapores - fazenda",NA
X668,"Auto-intoxicação intencional por solventes orgânicos, hidrocarbonetos halogenados e seus vapores - outros locais especificados",NA
X669,"Auto-intoxicação intencional por solventes orgânicos, hidrocarbonetos halogenados e seus vapores - local não especificado",NA
X670,Auto-intoxicação intencional por outros gases e vapores - residência,NA
X671,Auto-intoxicação intencional por outros gases e vapores - habitação coletiva,NA
X672,"Auto-intoxicação intencional por outros gases e vapores - escolas, outras instituições e áreas de administração pública",NA
X673,Auto-intoxicação intencional por outros gases e vapores - área para a prática de esportes e atletismo,NA
X674,Auto-intoxicação intencional por outros gases e vapores - rua e estrada,NA
X675,Auto-intoxicação intencional por outros gases e vapores - áreas de comércio e de serviços,NA
X676,Auto-intoxicação intencional por outros gases e vapores - áreas industriais e em construção,NA
X677,Auto-intoxicação intencional por outros gases e vapores - fazenda,NA
X678,Auto-intoxicação intencional por outros gases e vapores - outros locais especificados,NA
X679,Auto-intoxicação intencional por outros gases e vapores - local não especificado,NA
X680,"Auto-intoxicação por e exposição, intencional, a pesticidas - residência",NA
X681,"Auto-intoxicação por e exposição, intencional, a pesticidas - habitação coletiva",NA
X682,"Auto-intoxicação por e exposição, intencional, a pesticidas - escolas, outras instituições e áreas de administração pública",NA
X683,"Auto-intoxicação por e exposição, intencional, a pesticidas - área para a prática de esportes e atletismo",NA
X684,"Auto-intoxicação por e exposição, intencional, a pesticidas - rua e estrada",NA
X685,"Auto-intoxicação por e exposição, intencional, a pesticidas - áreas de comércio e de serviços",NA
X686,"Auto-intoxicação por e exposição, intencional, a pesticidas - áreas industriais e em construção",NA
X687,"Auto-intoxicação por e exposição, intencional, a pesticidas - fazenda",NA
X688,"Auto-intoxicação por e exposição, intencional, a pesticidas - outros locais especificados",NA
X689,"Auto-intoxicação por e exposição, intencional, a pesticidas - local não especificado",NA
X690,"Auto-intoxicação por e exposição, intencional, a outros produtos químicos e substâncias nocivas não especificadas - residência",NA
X691,"Auto-intoxicação por e exposição, intencional, a outros produtos químicos e substâncias nocivas não especificadas - habitação coletiva",NA
X692,"Auto-intoxicação por e exposição, intencional, a outros produtos químicos e substâncias nocivas não especificadas - escolas, outras instituições e áreas de administração pública",NA
X693,"Auto-intoxicação por e exposição, intencional, a outros produtos químicos e substâncias nocivas não especificadas - área para a prática de esportes e atletismo",NA
X694,"Auto-intoxicação por e exposição, intencional, a outros produtos químicos e substâncias nocivas não especificadas - rua e estrada",NA
X695,"Auto-intoxicação por e exposição, intencional, a outros produtos químicos e substâncias nocivas não especificadas - áreas de comércio e de serviços",NA
X696,"Auto-intoxicação por e exposição, intencional, a outros produtos químicos e substâncias nocivas não especificadas - áreas industriais e em construção",NA
X697,"Auto-intoxicação por e exposição, intencional, a outros produtos químicos e substâncias nocivas não especificadas - fazenda",NA
X698,"Auto-intoxicação por e exposição, intencional, a outros produtos químicos e substâncias nocivas não especificadas - outros locais especificados",NA
X699,"Auto-intoxicação por e exposição, intencional, a outros produtos químicos e substâncias nocivas não especificadas - local não especificado",NA
X700,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação - residência",NA
X701,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação - habitação coletiva",NA
X702,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação - escolas, outras instituições e áreas de administração pública",NA
X703,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação - área para a prática de esportes e atletismo",NA
X704,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação - rua e estrada",NA
X705,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação - áreas de comércio e de serviços",NA
X706,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação - áreas industriais e em construção",NA
X707,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação - fazenda",NA
X708,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação - outros locais especificados",NA
X709,"Lesão autoprovocada intencionalmente por enforcamento, estrangulamento e sufocação - local não especificado",NA
X710,Lesão autoprovocada intencionalmente por afogamento e submersão - residência,NA
X711,Lesão autoprovocada intencionalmente por afogamento e submersão - habitação coletiva,NA
X712,"Lesão autoprovocada intencionalmente por afogamento e submersão - escolas, outras instituições e áreas de administração pública",NA
X713,Lesão autoprovocada intencionalmente por afogamento e submersão - área para a prática de esportes e atletismo,NA
X714,Lesão autoprovocada intencionalmente por afogamento e submersão - rua e estrada,NA
X715,Lesão autoprovocada intencionalmente por afogamento e submersão - áreas de comércio e de serviços,NA
X716,Lesão autoprovocada intencionalmente por afogamento e submersão - áreas industriais e em construção,NA
X717,Lesão autoprovocada intencionalmente por afogamento e submersão - fazenda,NA
X718,Lesão autoprovocada intencionalmente por afogamento e submersão - outros locais especificados,NA
X719,Lesão autoprovocada intencionalmente por afogamento e submersão - local não especificado,NA
X720,Lesão autoprovocada intencionalmente por disparo de arma de fogo de mão - residência,NA
X721,Lesão autoprovocada intencionalmente por disparo de arma de fogo de mão - habitação coletiva,NA
X722,"Lesão autoprovocada intencionalmente por disparo de arma de fogo de mão - escolas, outras instituições e áreas de administração pública",NA
X723,Lesão autoprovocada intencionalmente por disparo de arma de fogo de mão - área para a prática de esportes e atletismo,NA
X724,Lesão autoprovocada intencionalmente por disparo de arma de fogo de mão - rua e estrada,NA
X725,Lesão autoprovocada intencionalmente por disparo de arma de fogo de mão - áreas de comércio e de serviços,NA
X726,Lesão autoprovocada intencionalmente por disparo de arma de fogo de mão - áreas industriais e em construção,NA
X727,Lesão autoprovocada intencionalmente por disparo de arma de fogo de mão - fazenda,NA
X728,Lesão autoprovocada intencionalmente por disparo de arma de fogo de mão - outros locais especificados,NA
X729,Lesão autoprovocada intencionalmente por disparo de arma de fogo de mão - local não especificado,NA
X730,"Lesão autoprovocada intencionalmente por disparo de espingarda, carabina, ou arma de fogo de maior calibre - residência",NA
X731,"Lesão autoprovocada intencionalmente por disparo de espingarda, carabina, ou arma de fogo de maior calibre - habitação coletiva",NA
X732,"Lesão autoprovocada intencionalmente por disparo de espingarda, carabina, ou arma de fogo de maior calibre - escolas, outras instituições e áreas de administração pública",NA
X733,"Lesão autoprovocada intencionalmente por disparo de espingarda, carabina, ou arma de fogo de maior calibre - área para a prática de esportes e atletismo",NA
X734,"Lesão autoprovocada intencionalmente por disparo de espingarda, carabina, ou arma de fogo de maior calibre - rua e estrada",NA
X735,"Lesão autoprovocada intencionalmente por disparo de espingarda, carabina, ou arma de fogo de maior calibre - áreas de comércio e de serviços",NA
X736,"Lesão autoprovocada intencionalmente por disparo de espingarda, carabina, ou arma de fogo de maior calibre - áreas industriais e em construção",NA
X737,"Lesão autoprovocada intencionalmente por disparo de espingarda, carabina, ou arma de fogo de maior calibre - fazenda",NA
X738,"Lesão autoprovocada intencionalmente por disparo de espingarda, carabina, ou arma de fogo de maior calibre - outros locais especificados",NA
X739,"Lesão autoprovocada intencionalmente por disparo de espingarda, carabina, ou arma de fogo de maior calibre - local não especificado",NA
X740,Lesão autoprovocada intencionalmente por disparo de outra arma de fogo e de arma de fogo não especificada - residência,NA
X741,Lesão autoprovocada intencionalmente por disparo de outra arma de fogo e de arma de fogo não especificada - habitação coletiva,NA
X742,"Lesão autoprovocada intencionalmente por disparo de outra arma de fogo e de arma de fogo não especificada - escolas, outras instituições e áreas de administração pública",NA
X743,Lesão autoprovocada intencionalmente por disparo de outra arma de fogo e de arma de fogo não especificada - área para a prática de esportes e atletismo,NA
X744,Lesão autoprovocada intencionalmente por disparo de outra arma de fogo e de arma de fogo não especificada - rua e estrada,NA
X745,Lesão autoprovocada intencionalmente por disparo de outra arma de fogo e de arma de fogo não especificada - áreas de comércio e de serviços,NA
X746,Lesão autoprovocada intencionalmente por disparo de outra arma de fogo e de arma de fogo não especificada - áreas industriais e em construção,NA
X747,Lesão autoprovocada intencionalmente por disparo de outra arma de fogo e de arma de fogo não especificada - fazenda,NA
X748,Lesão autoprovocada intencionalmente por disparo de outra arma de fogo e de arma de fogo não especificada - outros locais especificados,NA
X749,Lesão autoprovocada intencionalmente por disparo de outra arma de fogo e de arma de fogo não especificada - local não especificado,NA
X750,Lesão autoprovocada intencionalmente por dispositivos explosivos - residência,NA
X751,Lesão autoprovocada intencionalmente por dispositivos explosivos - habitação coletiva,NA
X752,"Lesão autoprovocada intencionalmente por dispositivos explosivos - escolas, outras instituições e áreas de administração pública",NA
X753,Lesão autoprovocada intencionalmente por dispositivos explosivos - área para a prática de esportes e atletismo,NA
X754,Lesão autoprovocada intencionalmente por dispositivos explosivos - rua e estrada,NA
X755,Lesão autoprovocada intencionalmente por dispositivos explosivos - áreas de comércio e de serviços,NA
X756,Lesão autoprovocada intencionalmente por dispositivos explosivos - áreas industriais e em construção,NA
X757,Lesão autoprovocada intencionalmente por dispositivos explosivos - fazenda,NA
X758,Lesão autoprovocada intencionalmente por dispositivos explosivos - outros locais especificados,NA
X759,Lesão autoprovocada intencionalmente por dispositivos explosivos - local não especificado,NA
X760,"Lesão autoprovocada intencionalmente pela fumaça, pelo fogo e por chamas - residência",NA
X761,"Lesão autoprovocada intencionalmente pela fumaça, pelo fogo e por chamas - habitação coletiva",NA
X762,"Lesão autoprovocada intencionalmente pela fumaça, pelo fogo e por chamas - escolas, outras instituições e áreas de administração pública",NA
X763,"Lesão autoprovocada intencionalmente pela fumaça, pelo fogo e por chamas - área para a prática de esportes e atletismo",NA
X764,"Lesão autoprovocada intencionalmente pela fumaça, pelo fogo e por chamas - rua e estrada",NA
X765,"Lesão autoprovocada intencionalmente pela fumaça, pelo fogo e por chamas - áreas de comércio e de serviços",NA
X766,"Lesão autoprovocada intencionalmente pela fumaça, pelo fogo e por chamas - áreas industriais e em construção",NA
X767,"Lesão autoprovocada intencionalmente pela fumaça, pelo fogo e por chamas - fazenda",NA
X768,"Lesão autoprovocada intencionalmente pela fumaça, pelo fogo e por chamas - outros locais especificados",NA
X769,"Lesão autoprovocada intencionalmente pela fumaça, pelo fogo e por chamas - local não especificado",NA
X770,"Lesão autoprovocada intencionalmente por vapor de água, gases ou objetos quentes - residência",NA
X771,"Lesão autoprovocada intencionalmente por vapor de água, gases ou objetos quentes - habitação coletiva",NA
X772,"Lesão autoprovocada intencionalmente por vapor de água, gases ou objetos quentes - escolas, outras instituições e áreas de administração pública",NA
X773,"Lesão autoprovocada intencionalmente por vapor de água, gases ou objetos quentes - área para a prática de esportes e atletismo",NA
X774,"Lesão autoprovocada intencionalmente por vapor de água, gases ou objetos quentes - rua e estrada",NA
X775,"Lesão autoprovocada intencionalmente por vapor de água, gases ou objetos quentes - áreas de comércio e de serviços",NA
X776,"Lesão autoprovocada intencionalmente por vapor de água, gases ou objetos quentes - áreas industriais e em construção",NA
X777,"Lesão autoprovocada intencionalmente por vapor de água, gases ou objetos quentes - fazenda",NA
X778,"Lesão autoprovocada intencionalmente por vapor de água, gases ou objetos quentes - outros locais especificados",NA
X779,"Lesão autoprovocada intencionalmente por vapor de água, gases ou objetos quentes - local não especificado",NA
X780,Lesão autoprovocada intencionalmente por objeto cortante ou penetrante - residência,NA
X781,Lesão autoprovocada intencionalmente por objeto cortante ou penetrante - habitação coletiva,NA
X782,"Lesão autoprovocada intencionalmente por objeto cortante ou penetrante - escolas, outras instituições e áreas de administração pública",NA
X783,Lesão autoprovocada intencionalmente por objeto cortante ou penetrante - área para a prática de esportes e atletismo,NA
X784,Lesão autoprovocada intencionalmente por objeto cortante ou penetrante - rua e estrada,NA
X785,Lesão autoprovocada intencionalmente por objeto cortante ou penetrante - áreas de comércio e de serviços,NA
X786,Lesão autoprovocada intencionalmente por objeto cortante ou penetrante - áreas industriais e em construção,NA
X787,Lesão autoprovocada intencionalmente por objeto cortante ou penetrante - fazenda,NA
X788,Lesão autoprovocada intencionalmente por objeto cortante ou penetrante - outros locais especificados,NA
X789,Lesão autoprovocada intencionalmente por objeto cortante ou penetrante - local não especificado,NA
X790,Lesão autoprovocada intencionalmente por objeto contundente - residência,NA
X791,Lesão autoprovocada intencionalmente por objeto contundente - habitação coletiva,NA
X792,"Lesão autoprovocada intencionalmente por objeto contundente - escolas, outras instituições e áreas de administração pública",NA
X793,Lesão autoprovocada intencionalmente por objeto contundente - área para a prática de esportes e atletismo,NA
X794,Lesão autoprovocada intencionalmente por objeto contundente - rua e estrada,NA
X795,Lesão autoprovocada intencionalmente por objeto contundente - áreas de comércio e de serviços,NA
X796,Lesão autoprovocada intencionalmente por objeto contundente - áreas industriais e em construção,NA
X797,Lesão autoprovocada intencionalmente por objeto contundente - fazenda,NA
X798,Lesão autoprovocada intencionalmente por objeto contundente - outros locais especificados,NA
X799,Lesão autoprovocada intencionalmente por objeto contundente - local não especificado,NA
X800,Lesão autoprovocada intencionalmente por precipitação de um lugar elevado - residência,NA
X801,Lesão autoprovocada intencionalmente por precipitação de um lugar elevado - habitação coletiva,NA
X802,"Lesão autoprovocada intencionalmente por precipitação de um lugar elevado - escolas, outras instituições e áreas de administração pública",NA
X803,Lesão autoprovocada intencionalmente por precipitação de um lugar elevado - área para a prática de esportes e atletismo,NA
X804,Lesão autoprovocada intencionalmente por precipitação de um lugar elevado - rua e estrada,NA
X805,Lesão autoprovocada intencionalmente por precipitação de um lugar elevado - áreas de comércio e de serviços,NA
X806,Lesão autoprovocada intencionalmente por precipitação de um lugar elevado - áreas industriais e em construção,NA
X807,Lesão autoprovocada intencionalmente por precipitação de um lugar elevado - fazenda,NA
X808,Lesão autoprovocada intencionalmente por precipitação de um lugar elevado - outros locais especificados,NA
X809,Lesão autoprovocada intencionalmente por precipitação de um lugar elevado - local não especificado,NA
X810,Lesão autoprovocada intencionalmente por precipitação ou permanência diante de um objeto em movimento - residência,NA
X811,Lesão autoprovocada intencionalmente por precipitação ou permanência diante de um objeto em movimento - habitação coletiva,NA
X812,"Lesão autoprovocada intencionalmente por precipitação ou permanência diante de um objeto em movimento - escolas, outras instituições e áreas de administração pública",NA
X813,Lesão autoprovocada intencionalmente por precipitação ou permanência diante de um objeto em movimento - área para a prática de esportes e atletismo,NA
X814,Lesão autoprovocada intencionalmente por precipitação ou permanência diante de um objeto em movimento - rua e estrada,NA
X815,Lesão autoprovocada intencionalmente por precipitação ou permanência diante de um objeto em movimento - áreas de comércio e de serviços,NA
X816,Lesão autoprovocada intencionalmente por precipitação ou permanência diante de um objeto em movimento - áreas industriais e em construção,NA
X817,Lesão autoprovocada intencionalmente por precipitação ou permanência diante de um objeto em movimento - fazenda,NA
X818,Lesão autoprovocada intencionalmente por precipitação ou permanência diante de um objeto em movimento - outros locais especificados,NA
X819,Lesão autoprovocada intencionalmente por precipitação ou permanência diante de um objeto em movimento - local não especificado,NA
X820,Lesão autoprovocada intencionalmente por impacto de um veículo a motor - residência,NA
X821,Lesão autoprovocada intencionalmente por impacto de um veículo a motor - habitação coletiva,NA
X822,"Lesão autoprovocada intencionalmente por impacto de um veículo a motor - escolas, outras instituições e áreas de administração pública",NA
X823,Lesão autoprovocada intencionalmente por impacto de um veículo a motor - área para a prática de esportes e atletismo,NA
X824,Lesão autoprovocada intencionalmente por impacto de um veículo a motor - rua e estrada,NA
X825,Lesão autoprovocada intencionalmente por impacto de um veículo a motor - áreas de comércio e de serviços,NA
X826,Lesão autoprovocada intencionalmente por impacto de um veículo a motor - áreas industriais e em construção,NA
X827,Lesão autoprovocada intencionalmente por impacto de um veículo a motor - fazenda,NA
X828,Lesão autoprovocada intencionalmente por impacto de um veículo a motor - outros locais especificados,NA
X829,Lesão autoprovocada intencionalmente por impacto de um veículo a motor - local não especificado,NA
X830,Lesão autoprovocada intencionalmente por outros meios especificados - residência,NA
X831,Lesão autoprovocada intencionalmente por outros meios especificados - habitação coletiva,NA
X832,"Lesão autoprovocada intencionalmente por outros meios especificados - escolas, outras instituições e áreas de administração pública",NA
X833,Lesão autoprovocada intencionalmente por outros meios especificados - área para a prática de esportes e atletismo,NA
X834,Lesão autoprovocada intencionalmente por outros meios especificados - rua e estrada,NA
X835,Lesão autoprovocada intencionalmente por outros meios especificados - áreas de comércio e de serviços,NA
X836,Lesão autoprovocada intencionalmente por outros meios especificados - áreas industriais e em construção,NA
X837,Lesão autoprovocada intencionalmente por outros meios especificados - fazenda,NA
X838,Lesão autoprovocada intencionalmente por outros meios especificados - outros locais especificados,NA
X839,Lesão autoprovocada intencionalmente por outros meios especificados - local não especificado,NA
X840,Lesão autoprovocada intencionalmente por meios não especificados - residência,NA
X841,Lesão autoprovocada intencionalmente por meios não especificados - habitação coletiva,NA
X842,"Lesão autoprovocada intencionalmente por meios não especificados - escolas, outras instituições e áreas de administração pública",NA
X843,Lesão autoprovocada intencionalmente por meios não especificados - área para a prática de esportes e atletismo,NA
X844,Lesão autoprovocada intencionalmente por meios não especificados - rua e estrada,NA
X845,Lesão autoprovocada intencionalmente por meios não especificados - áreas de comércio e de serviços,NA
X846,Lesão autoprovocada intencionalmente por meios não especificados - áreas industriais e em construção,NA
X847,Lesão autoprovocada intencionalmente por meios não especificados - fazenda,NA
X848,Lesão autoprovocada intencionalmente por meios não especificados - outros locais especificados,NA
X849,Lesão autoprovocada intencionalmente por meios não especificados - local não especificado,NA
X850,"Agressão por meio de drogas, medicamentos e substâncias biológicas - residência",NA
X851,"Agressão por meio de drogas, medicamentos e substâncias biológicas - habitação coletiva",NA
X852,"Agressão por meio de drogas, medicamentos e substâncias biológicas - escolas, outras instituições e áreas de administração pública",NA
X853,"Agressão por meio de drogas, medicamentos e substâncias biológicas - área para a prática de esportes e atletismo",NA
X854,"Agressão por meio de drogas, medicamentos e substâncias biológicas - rua e estrada",NA
X855,"Agressão por meio de drogas, medicamentos e substâncias biológicas - áreas de comércio e de serviços",NA
X856,"Agressão por meio de drogas, medicamentos e substâncias biológicas - áreas industriais e em construção",NA
X857,"Agressão por meio de drogas, medicamentos e substâncias biológicas - fazenda",NA
X858,"Agressão por meio de drogas, medicamentos e substâncias biológicas - outros locais especificados",NA
X859,"Agressão por meio de drogas, medicamentos e substâncias biológicas - local não especificado",NA
X860,Agressão por meio de substâncias corrosivas - residência,NA
X861,Agressão por meio de substâncias corrosivas - habitação coletiva,NA
X862,"Agressão por meio de substâncias corrosivas - escolas, outras instituições e áreas de administração pública",NA
X863,Agressão por meio de substâncias corrosivas - área para a prática de esportes e atletismo,NA
X864,Agressão por meio de substâncias corrosivas - rua e estrada,NA
X865,Agressão por meio de substâncias corrosivas - áreas de comércio e de serviços,NA
X866,Agressão por meio de substâncias corrosivas - áreas industriais e em construção,NA
X867,Agressão por meio de substâncias corrosivas - fazenda,NA
X868,Agressão por meio de substâncias corrosivas - outros locais especificados,NA
X869,Agressão por meio de substâncias corrosivas - local não especificado,NA
X870,Agressão por pesticidas - residência,NA
X871,Agressão por pesticidas - habitação coletiva,NA
X872,"Agressão por pesticidas - escolas, outras instituições e áreas de administração pública",NA
X873,Agressão por pesticidas - área para a prática de esportes e atletismo,NA
X874,Agressão por pesticidas - rua e estrada,NA
X875,Agressão por pesticidas - áreas de comércio e de serviços,NA
X876,Agressão por pesticidas - áreas industriais e em construção,NA
X877,Agressão por pesticidas - fazenda,NA
X878,Agressão por pesticidas - outros locais especificados,NA
X879,Agressão por pesticidas - local não especificado,NA
X880,Agressão por meio de gases e vapores - residência,NA
X881,Agressão por meio de gases e vapores - habitação coletiva,NA
X882,"Agressão por meio de gases e vapores - escolas, outras instituições e áreas de administração pública",NA
X883,Agressão por meio de gases e vapores - área para a prática de esportes e atletismo,NA
X884,Agressão por meio de gases e vapores - rua e estrada,NA
X885,Agressão por meio de gases e vapores - áreas de comércio e de serviços,NA
X886,Agressão por meio de gases e vapores - áreas industriais e em construção,NA
X887,Agressão por meio de gases e vapores - fazenda,NA
X888,Agressão por meio de gases e vapores - outros locais especificados,NA
X889,Agressão por meio de gases e vapores - local não especificado,NA
X890,Agressão por meio de outros produtos químicos e substâncias nocivas especificados - residência,NA
X891,Agressão por meio de outros produtos químicos e substâncias nocivas especificados - habitação coletiva,NA
X892,"Agressão por meio de outros produtos químicos e substâncias nocivas especificados - escolas, outras instituições e áreas de administração pública",NA
X893,Agressão por meio de outros produtos químicos e substâncias nocivas especificados - área para a prática de esportes e atletismo,NA
X894,Agressão por meio de outros produtos químicos e substâncias nocivas especificados - rua e estrada,NA
X895,Agressão por meio de outros produtos químicos e substâncias nocivas especificados - áreas de comércio e de serviços,NA
X896,Agressão por meio de outros produtos químicos e substâncias nocivas especificados - áreas industriais e em construção,NA
X897,Agressão por meio de outros produtos químicos e substâncias nocivas especificados - fazenda,NA
X898,Agressão por meio de outros produtos químicos e substâncias nocivas especificados - outros locais especificados,NA
X899,Agressão por meio de outros produtos químicos e substâncias nocivas especificados - local não especificado,NA
X900,Agressão por meio de produtos químicos e substâncias nocivas não especificados - residência,NA
X901,Agressão por meio de produtos químicos e substâncias nocivas não especificados - habitação coletiva,NA
